,time,error,stim,output
0,0.001,0.3961105370988331,-0.3961105370988331,0.0
1,0.002,0.41179132065066537,-0.41179132065066537,0.0
2,0.003,0.4269970367087419,-0.4269970367087419,0.0
3,0.004,0.44172505944653484,-0.44172505944653484,0.0
4,0.005,0.45597317573506024,-0.45597317573506024,0.0
5,0.006,0.4697395825741567,-0.4697395825741567,0.0
6,0.007,0.4830228841534224,-0.4830228841534224,0.0
7,0.008,0.49582208854792953,-0.49582208854792953,0.0
8,0.009000000000000001,0.483955075450445,-0.5081366040541855,-0.024181528603740454
9,0.01,0.4578938291381935,-0.519966235172134,-0.06207240603394052
10,0.011,0.42784323951201203,-0.5313111782393248,-0.1034679387273128
11,0.012,0.39633707585101674,-0.5421720167236931,-0.14583494087267632
12,0.013000000000000001,0.3647159492071163,-0.5525497161817098,-0.18783376697459347
13,0.014,0.33383169197343043,-0.5624456188889609,-0.22861392691553048
14,0.015,0.3041921693580304,-0.5718614381505182,-0.26766926879248776
15,0.016,0.27609280773780975,-0.5807992522987422,-0.30470644456093243
16,0.017,0.24969866249228717,-0.589261498386451,-0.33956283589416386
17,0.018000000000000002,0.22508918889401303,-0.5972509655836441,-0.3721617766896311
18,0.019,0.20227834955419915,-0.604770788286246,-0.4024924387320468
19,0.02,0.18124619142935955,-0.6118244389455764,-0.4305782475162168
20,0.021,0.16194642891111133,-0.6184157206275023,-0.45646929171639095
21,0.022,0.14431925362985665,-0.6245487593104581,-0.4802295056806014
22,0.023,0.1282936700099695,-0.6302279959317412,-0.5019343259217717
23,0.024,0.1137928684991858,-0.6354581781917075,-0.5216653096925217
24,0.025,0.10073657976139894,-0.6402443521256888,-0.5395077723642898
25,0.026000000000000002,0.08904264843832177,-0.6445918534536466,-0.5555492050153248
26,0.027,0.0786290419481972,-0.6485062987177638,-0.5698772567695666
27,0.028,0.06941556580656172,-0.6519935762183334,-0.5825780104117717
28,0.029,0.06132502091876757,-0.6550598367584739,-0.5937348158397063
29,0.03,0.054283870592568784,-0.6577114842083464,-0.6034276136157776
30,0.031,0.04822185444236471,-0.6599551658996753,-0.6117333114573106
31,0.032,0.04307323405355423,-0.6617977628615163,-0.618724528807962
32,0.033,0.03877686758307031,-0.6632463799083094,-0.6244695123252391
33,0.034,0.03527629029481516,-0.6643083355913766,-0.6290320452965614
34,0.035,0.03251969487214035,-0.664991152025096,-0.6324714571529556
35,0.036000000000000004,0.030459851845348607,-0.6653025445990737,-0.6348426927537251
36,0.037,0.02905397833987733,-0.6652504115876994,-0.636196433247822
37,0.038,0.028263587122864697,-0.664842823668522,-0.6365792365456573
38,0.039,0.028054398844094552,-0.6640880133609299,-0.6360336145168354
39,0.04,0.028396149252739256,-0.6629943643966488,-0.6345982151439096
40,0.041,0.029262570805332455,-0.6615704010335874,-0.632307830228255
41,0.042,0.03063131537939978,-0.6598247773245748,-0.629193461945175
42,0.043000000000000003,0.032484088990147764,-0.6577662663525202,-0.6252821773623725
43,0.044,0.03480929601569227,-0.655403749443516,-0.6205944534278237
44,0.045,0.037595832734489965,-0.6527462053693732,-0.6151503726348833
45,0.046,0.04081685347890107,-0.6498026995510416,-0.6089858460721406
46,0.047,0.04448599208051096,-0.6465823732743099,-0.6020963811937989
47,0.048,0.04863077739083743,-0.6430944329291247,-0.5944636555382873
48,0.049,0.053160161574008935,-0.6393481392837858,-0.5861879777097768
49,0.05,0.058140263942032755,-0.6353527968051963,-0.5772125328631635
50,0.051000000000000004,0.06358214058819556,-0.6311177430362422,-0.5675356024480467
51,0.052000000000000005,0.06950182208304745,-0.6266523380412686,-0.5571505159582212
52,0.053,0.07592142769357257,-0.6219659539305061,-0.5460445262369336
53,0.054,0.08287156925250783,-0.6170679644741642,-0.5341963952216564
54,0.055,0.09039861893665158,-0.6119677348167679,-0.5215691158801163
55,0.056,0.09861475796822605,-0.6066746113021659,-0.5080598533339399
56,0.057,0.10774753398718273,-0.6011979114194732,-0.4934503774322905
57,0.058,0.11691159381171584,-0.5955469138800427,-0.4786353200683268
58,0.059000000000000004,0.127011737359138,-0.5897308488353695,-0.4627191114762315
59,0.06,0.1373676929036865,-0.5837588882456554,-0.44639119534196886
60,0.061,0.14870399358528247,-0.5776401364085392,-0.4289361428232567
61,0.062,0.16170232640458565,-0.5713836206573103,-0.40968129425272465
62,0.063,0.17530206824686634,-0.5649982822376797,-0.38969621399081333
63,0.064,0.19010344199568258,-0.5584929673719764,-0.3683895253762938
64,0.065,0.20503353185484258,-0.5518764185193819,-0.3468428866645393
65,0.066,0.22070193819288764,-0.5451572658405821,-0.32445532764769447
66,0.067,0.23888902734782191,-0.538344018874953,-0.29945499152713106
67,0.068,0.26217252474338015,-0.5314450584381488,-0.26927253369476867
68,0.069,0.2830830703607208,-0.5244686287476673,-0.24138555838694656
69,0.07,0.3101696408361424,-0.5174228297837292,-0.20725318894758685
70,0.07100000000000001,0.3507149803143741,-0.5103156098924818,-0.15960062957810772
71,0.07200000000000001,0.4239968917269839,-0.5031547586382872,-0.07915786691130326
72,0.073,0.4959478999115274,-0.4959478999115274,0.0
