,time,error,stim,output
0,0.001,0.3961105370988331,-0.3961105370988331,0.0
1,0.002,0.41179132065066537,-0.41179132065066537,0.0
2,0.003,0.4269970367087419,-0.4269970367087419,0.0
3,0.004,0.44172505944653484,-0.44172505944653484,0.0
4,0.005,0.45597317573506024,-0.45597317573506024,0.0
5,0.006,0.4697395825741567,-0.4697395825741567,0.0
6,0.007,0.4830228841534224,-0.4830228841534224,0.0
7,0.008,0.49582208854792953,-0.49582208854792953,0.0
8,0.009000000000000001,0.5081366040541855,-0.5081366040541855,0.0
9,0.01,0.519966235172134,-0.519966235172134,0.0
10,0.011,0.5313111782393248,-0.5313111782393248,0.0
11,0.012,0.5421720167236931,-0.5421720167236931,0.0
12,0.013000000000000001,0.5525497161817098,-0.5525497161817098,0.0
13,0.014,0.5624456188889609,-0.5624456188889609,0.0
14,0.015,0.5718614381505182,-0.5718614381505182,0.0
15,0.016,0.5807992522987422,-0.5807992522987422,0.0
16,0.017,0.589261498386451,-0.589261498386451,0.0
17,0.018000000000000002,0.5972509655836441,-0.5972509655836441,0.0
18,0.019,0.604770788286246,-0.604770788286246,0.0
19,0.02,0.6118244389455764,-0.6118244389455764,0.0
20,0.021,0.6184157206275023,-0.6184157206275023,0.0
21,0.022,0.6245487593104581,-0.6245487593104581,0.0
22,0.023,0.6302279959317412,-0.6302279959317412,0.0
23,0.024,0.6354581781917075,-0.6354581781917075,0.0
24,0.025,0.6402443521256888,-0.6402443521256888,0.0
25,0.026000000000000002,0.6445918534536466,-0.6445918534536466,0.0
26,0.027,0.6485062987177638,-0.6485062987177638,0.0
27,0.028,0.6519935762183334,-0.6519935762183334,0.0
28,0.029,0.6550598367584739,-0.6550598367584739,0.0
29,0.03,0.6577114842083464,-0.6577114842083464,0.0
30,0.031,0.6599551658996753,-0.6599551658996753,0.0
31,0.032,0.6617977628615163,-0.6617977628615163,0.0
32,0.033,0.6632463799083094,-0.6632463799083094,0.0
33,0.034,0.6643083355913766,-0.6643083355913766,0.0
34,0.035,0.664991152025096,-0.664991152025096,0.0
35,0.036000000000000004,0.6653025445990737,-0.6653025445990737,0.0
36,0.037,0.6652504115876994,-0.6652504115876994,0.0
37,0.038,0.664842823668522,-0.664842823668522,0.0
38,0.039,0.6640880133609299,-0.6640880133609299,0.0
39,0.04,0.6629943643966488,-0.6629943643966488,0.0
40,0.041,0.6615704010335874,-0.6615704010335874,0.0
41,0.042,0.6598247773245748,-0.6598247773245748,0.0
42,0.043000000000000003,0.6577662663525202,-0.6577662663525202,0.0
43,0.044,0.655403749443516,-0.655403749443516,0.0
44,0.045,0.6527462053693732,-0.6527462053693732,0.0
45,0.046,0.6498026995510416,-0.6498026995510416,0.0
46,0.047,0.6465823732743099,-0.6465823732743099,0.0
47,0.048,0.6430944329291247,-0.6430944329291247,0.0
48,0.049,0.6393481392837858,-0.6393481392837858,0.0
49,0.05,0.6353527968051963,-0.6353527968051963,0.0
50,0.051000000000000004,0.6311177430362422,-0.6311177430362422,0.0
51,0.052000000000000005,0.6266523380412686,-0.6266523380412686,0.0
52,0.053,0.6219659539305061,-0.6219659539305061,0.0
53,0.054,0.6170679644741642,-0.6170679644741642,0.0
54,0.055,0.6119677348167679,-0.6119677348167679,0.0
55,0.056,0.6066746113021659,-0.6066746113021659,0.0
56,0.057,0.6011979114194732,-0.6011979114194732,0.0
57,0.058,0.5955469138800427,-0.5955469138800427,0.0
58,0.059000000000000004,0.5897308488353695,-0.5897308488353695,0.0
59,0.06,0.5837588882456554,-0.5837588882456554,0.0
60,0.061,0.5776401364085392,-0.5776401364085392,0.0
61,0.062,0.5713836206573103,-0.5713836206573103,0.0
62,0.063,0.5649982822376797,-0.5649982822376797,0.0
63,0.064,0.5584929673719764,-0.5584929673719764,0.0
64,0.065,0.5518764185193819,-0.5518764185193819,0.0
65,0.066,0.5451572658405821,-0.5451572658405821,0.0
66,0.067,0.538344018874953,-0.538344018874953,0.0
67,0.068,0.5314450584381488,-0.5314450584381488,0.0
68,0.069,0.5244686287476673,-0.5244686287476673,0.0
69,0.07,0.5174228297837292,-0.5174228297837292,0.0
70,0.07100000000000001,0.5103156098924818,-0.5103156098924818,0.0
71,0.07200000000000001,0.5031547586382872,-0.5031547586382872,0.0
72,0.073,0.4959478999115274,-0.4959478999115274,0.0
73,0.074,0.4887024852980846,-0.4887024852980846,0.0
74,0.075,0.4814257877163244,-0.4814257877163244,0.0
75,0.076,0.4741248953271138,-0.4741248953271138,0.0
76,0.077,0.4668067057220775,-0.4668067057220775,0.0
77,0.078,0.45947792039498314,-0.45947792039498314,0.0
78,0.079,0.4521450395008076,-0.4521450395008076,0.0
79,0.08,0.44481435690672283,-0.44481435690672283,0.0
80,0.081,0.4374919555388872,-0.4374919555388872,0.0
81,0.082,0.4301837030286072,-0.4301837030286072,0.0
82,0.083,0.422895247661082,-0.422895247661082,0.0
83,0.084,0.41563201462961447,-0.41563201462961447,0.0
84,0.085,0.40839920259780554,-0.40839920259780554,0.0
85,0.08600000000000001,0.4012017805719369,-0.4012017805719369,0.0
